Gene	B-cells	NK-cells	T-cells	adipose tissue	adrenal gland	amygdala	appendix	basal ganglia	bone marrow	breast	cerebellum	cerebral cortex	cervix, uterine	colon	corpus callosum	dendritic cells	ductus deferens	duodenum	endometrium	epididymis	esophagus	fallopian tube	gallbladder	granulocytes	heart muscle	hippocampal formation	hypothalamus	kidney	liver	lung	lymph node	midbrain	monocytes	olfactory region	ovary	pancreas	parathyroid gland	pituitary gland	placenta	pons and medulla	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin	small intestine	smooth muscle	spinal cord	spleen	stomach	substantia nigra	testis	thalamus	thymus	thyroid gland	tongue	tonsil	total PBMC	urinary bladder	vagina
HGNC:396	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:16065	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:24269	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate
HGNC:53	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Moderate	Rare	Low	Rare	High	Rare	Low	Rare	Low	Moderate	Moderate	Rare	Rare	Rare	High	High	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	High	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare
HGNC:4312	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Low	Moderate	Moderate
HGNC:3148	Low	Low	Low	High	Moderate	Moderate	High	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	High	Moderate	Moderate	High	High	High	High	Moderate	High	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate
HGNC:20885	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:930	High	Moderate	Moderate	Moderate	High	High	High	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	High	High	High	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate
HGNC:29270	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	High	High	High	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	High	Moderate	High	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate
HGNC:4019	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate
HGNC:865	Moderate	Rare	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:11033	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	High	High
HGNC:292	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High
HGNC:8512	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	High	Rare	Rare	Rare	High	Low	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	High	Low	Low	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	High	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:10934	Rare	Rare	Rare	Rare	High	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Low	Rare	Low	Low	Low	Rare	Rare	Rare	Low	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Low	Rare	Rare	Low	Rare	Rare	Moderate	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low
HGNC:318	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate
HGNC:6905	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:6074	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	High	Moderate
HGNC:2520	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate
HGNC:18303	Moderate	High	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	High	High	High	High	Moderate	Moderate	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate
HGNC:2295	Low	Rare	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Moderate	Low	Low	Low	Rare	Low	Low	Rare	Low	Low	Low	Low	Moderate	Moderate	Low	Low	High	Low	Low	Moderate	Low	Low	Low	Low	Low	Moderate	Low	Moderate	Low	Low	High	Moderate	Low	Low	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Moderate	Rare	Low	Low	Low	Low	Low	Low
HGNC:17296	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:4678	Rare	Rare	Rare	Rare	Rare	Low	Rare	Moderate	Rare	Rare	Rare	Low	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Moderate	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	High	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare
HGNC:4795	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:4879	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	Moderate	Moderate	High	High	High	High	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	High	High	High	High	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	High	High	High	High
HGNC:11034	Low	Low	Low	Low	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	High	Moderate	Low	Moderate	Moderate	Rare	Low	Low	Moderate	Low	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	High	Low	High	Low	Low	Moderate	Low	Low	Low	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	Rare	Low	Rare	Moderate	Low	Low	Low
HGNC:8976	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:10545	High	Moderate	High	Moderate	High	High	Moderate	High	Moderate	High	Moderate	High	High	Moderate	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	High	High	High	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High
HGNC:389	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:3364	Rare	Rare	Rare	Low	Low	High	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	High	Rare	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Low	Low	Moderate	Rare	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Rare	Low	Moderate	Low	Rare	Low	Moderate
HGNC:4115	Low	Moderate	High	Moderate	High	High	Moderate	High	High	High	High	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	High	High	High	High	High	Moderate	High	High	High	Moderate	High	High	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:13726	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	High	High	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	High	High	Moderate	High	High	High	Moderate	High	Low	High	High
HGNC:4700	Low	Low	Low	High	Low	Moderate	Low	Moderate	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Low	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	High	Low	Moderate	Moderate	Low	Moderate	Rare	Low	Low	Low	Rare	Moderate	Low
HGNC:11177	Moderate	High	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate
HGNC:817	Low	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate
HGNC:2853	Low	Rare	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Rare	Moderate	Rare	Moderate	Low	Moderate	Moderate
HGNC:11609	Low	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate
HGNC:9722	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Rare	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate
HGNC:11007	Low	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate
HGNC:82	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate
HGNC:976	Low	Rare	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Rare	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Low	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Moderate
HGNC:4687	Rare	Low	Rare	Moderate	Moderate	High	Moderate	High	Low	Moderate	Moderate	High	Moderate	High	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:16940	Low	Rare	Rare	High	Low	Low	Moderate	Moderate	Low	High	Rare	Moderate	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Moderate	High	Moderate	Low	Low	Low	High	Low	High	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	High	Moderate	Low	Low	Moderate	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low
HGNC:2422	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	Moderate	Moderate	High	High	High	High	High	High	High
HGNC:18859	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:7449	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Low	Moderate	Moderate
HGNC:4805	Moderate	Moderate	High	High	High	High	Moderate	High	High	High	High	High	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	High	High	Moderate	Moderate	High	High	High	Moderate	High	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High
HGNC:18080	Rare	Rare	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate
